,Country,Year,Homicide,Inequality,Compulsory education duration (years),GDP per capita (constant 2010 US$),Lower secondary completion rate total (% of relevant age group),Research and development expenditure (% of GDP),School enrollment tertiary (% gross),Unemployment total (% of total labor force) (national estimate),Urban population (% of total population),Unsentenced,Police personel
179,Denmark,2017,1.238600298,0.278,10.0,63215.99807,99.39810181,3.0460000000000003,80.61602020000001,5.829999924,87.757,29.21435976,462.19
180,Dominican Republic,2003,21.49075564,0.506,9.0,4096.116387,72.3968277,0.3,34.09830856,6.940000057000001,64.605,67.0,392.46
181,Dominican Republic,2004,24.94862077,0.504,9.0,4143.281938,72.3968277,0.3,34.09830856,6.3000001910000005,66.003,67.5,392.46
182,Dominican Republic,2005,26.31561013,0.507,9.0,4472.712437,75.25054932,0.3,34.09830856,6.590000152999999,67.37,69.34502411,380.62
183,Dominican Republic,2006,23.25712323,0.525,9.0,4818.7351229999995,73.82368851000001,0.3,34.09830856,5.650000095,68.71,72.22222137,396.24
184,Dominican Republic,2007,22.60448175,0.495,9.0,5109.482859000001,80.47181702,0.3,34.09830856,5.159999847,70.02,66.02700043,477.93
185,Dominican Republic,2008,25.31169384,0.489,9.0,5207.002622999999,85.72946929999999,0.3,34.09830856,4.760000229,71.3,65.23999786,379.11
186,Dominican Republic,2009,24.79968123,0.496,9.0,5191.140357,82.16031647,0.3,34.09830856,5.46999979,72.542,64.45999908,469.29
187,Dominican Republic,2010,25.51800045,0.48,15.0,5555.389722,83.52984619,0.3,34.09830856,5.210000038,73.753,65.65588379,501.6
188,Dominican Republic,2011,25.60831466,0.484,15.0,5660.517067,76.53803253,0.3,34.09830856,6.090000152999999,74.827,64.30171204,485.44500000000005
189,Dominican Republic,2012,22.83777247,0.469,15.0,5745.422745,75.78302765,0.3,48.62900162,6.71999979,75.80199999999999,58.99574661,210.36
190,Dominican Republic,2013,19.6850668,0.484,15.0,5955.175904,77.92019653,0.3,41.363655089999995,7.349999905,76.749,53.689785,139.42
191,Dominican Republic,2014,17.80587893,0.449,15.0,6301.69627,77.73143768,0.3,49.31927109,6.71999979,77.67,57.88000107,258.02
192,Dominican Republic,2015,18.745472865,0.457,15.0,6661.865043,78.42523193,0.3,51.74710846,7.610000134,78.566,62.08000183,198.71999999999997
193,Dominican Republic,2016,15.54184189,0.435,15.0,7026.178156999999,84.59304809999999,0.3,54.49900055,7.28000021,79.436,59.98000145,122.07
194,Dominican Republic,2017,11.56650967,0.433,15.0,7273.353765000001,85.38220215,0.3,59.91558838,5.829999924,80.277,61.03000164,160.39499999999998
195,Ecuador,2003,14.48800786,0.601,10.0,3865.0528770000005,57.29870987,0.05735,38.77502823,5.659999847000001,61.316,65.24427795,384.26
196,Ecuador,2004,17.57819539,0.513,10.0,4112.674443,58.56632996,0.05735,38.77502823,5.0,61.513999999999996,59.73762894,236.72
197,Ecuador,2005,15.34084116,0.522,10.0,4258.421612,60.70466995,0.05735,38.77502823,3.779999971,61.711000000000006,64.43070984,491.34
198,Ecuador,2006,16.963764899999997,0.52,10.0,4372.091869,62.37028885,0.12863,38.77502823,3.549999952,61.907,62.45999908,628.3
199,Ecuador,2007,15.89893621,0.534,10.0,4393.724104999999,64.32952881,0.13194,38.77502823,3.140000105,62.104,61.31999969,241.54
200,Ecuador,2008,17.93510341,0.496,10.0,4596.145182,63.349908830000004,0.22779000000000002,38.77502823,3.9200000760000004,62.3,59.74000168,239.86
201,Ecuador,2009,17.76720454,0.485,10.0,4547.509301,79.60019684,0.39463000000000004,38.77502823,4.610000134,62.495,57.72000122,262.38
202,Ecuador,2010,17.47371981,0.49,15.0,4633.5903579999995,84.94763184,0.40297,38.77502823,4.090000153,62.69,55.26000214,142.95
203,Ecuador,2011,15.37665759,0.45799999999999996,15.0,4921.848409,82.43829346,0.33991,38.77502823,3.460000038,62.851000000000006,52.3599968,202.665
204,Ecuador,2012,12.4272179,0.46799999999999997,15.0,5122.18009,83.96199036,0.33236,39.81666946,3.2300000189999998,62.988,55.47054291,151.41
205,Ecuador,2013,10.98203384,0.47,15.0,5295.682696,91.29518890000001,0.3799,40.32244873,3.0799999239999996,63.125,39.64070129,177.0375
206,Ecuador,2014,8.21849177,0.449,15.0,5412.131646,98.23815918,0.44266000000000005,40.069559095,3.4800000189999998,63.261,39.59893417,884.46
207,Ecuador,2015,6.489011672999999,0.462,15.0,5330.539154,101.1498032,0.41128000000000003,44.89223099,3.6199998860000004,63.398,36.39834213,460.1
208,Ecuador,2016,5.839507769,0.45,15.0,5176.058803,100.4854965,0.42697000000000007,42.4808950425,4.599999905,63.534,37.998638150000005,217.13
209,Ecuador,2017,5.790761900000001,0.444,15.0,5205.76302,97.76213074,0.4191250000000001,43.686563016250005,3.839999914,63.67,37.198490140000004,218.75
210,El Salvador,2003,55.9886221,0.501,9.0,2725.12836,72.69349670000001,0.1056,21.96147919,6.260000229,60.56100000000001,20.69000053,245.33
211,El Salvador,2004,64.69337218,0.483,9.0,2735.8385129999997,72.69349670000001,0.1056,22.64764977,6.0500001910000005,61.107,25.58000183,158.05
212,El Salvador,2005,64.14277037,0.504,9.0,2796.7591190000003,73.66628265,0.1056,22.94932938,7.21999979,61.648,28.24750519,323.63
213,El Salvador,2006,64.59524344,0.474,9.0,2905.126477,70.94586182,0.1056,23.19761086,6.570000172,62.187,31.45352364,240.84
214,El Salvador,2007,57.27331836,0.47,9.0,2946.378573,70.0670166,0.1056,24.28710938,6.409999847000001,62.773999999999994,36.82207489,460.64
215,El Salvador,2008,51.84476188,0.4688568,9.0,3009.333658,70.40786743,0.13399,25.11510086,5.8800001139999996,63.678000000000004,35.89381409,324.49
216,El Salvador,2009,71.16318846,0.478,9.0,2934.151223,72.17697906,0.0909,25.60744095,7.329999924,64.57,34.60929489,321.96
217,El Salvador,2010,64.47411551,0.45399999999999996,9.0,2983.2297710000003,77.7057724,0.07806,26.11397934,4.889999866,65.452,34.21863556,342.84
218,El Salvador,2011,70.38004743,0.424,9.0,3083.739498,81.02259064,0.0355,27.18709946,4.3000001910000005,66.325,29.08108902,388.0
219,El Salvador,2012,41.58436095,0.43799999999999994,9.0,3156.624325,82.72879791,0.03397,28.02119064,3.839999914,67.187,27.19585609,263.92
220,El Salvador,2013,40.10484393,0.45299999999999996,12.0,3212.701442,80.70025635,0.06387000000000001,28.35207939,3.6900000569999998,68.036,22.38528061,297.79
221,El Salvador,2014,62.28630286,0.434,15.0,3252.594494,80.75428009,0.09377,27.86738968,4.150000095,68.874,20.41716766,280.855
222,El Salvador,2015,105.2311885,0.426,15.0,3314.7006539999998,83.07595062,0.14348,27.97005081,4.0,69.7,26.88007355,273.67
223,El Salvador,2016,83.00639209,0.42,15.0,3382.5223979999996,79.55857086,0.14515,27.91809082,4.420000076,70.501,23.648620604999998,277.26250000000005
224,El Salvador,2017,61.70825739,0.39899999999999997,15.0,3441.313278,77.84938812,0.18115,28.58629036,4.389999866,71.275,25.2643470775,275.46625000000006
225,Estonia,2003,10.7072308,0.374,9.0,12486.11263,100.281601,0.76777,64.39907837,11.28999996,68.98899999999999,29.61101532,174.28
226,Estonia,2004,6.673658118,0.341,9.0,13411.03955,100.281601,0.85193,66.18383789,10.25,68.862,24.00876236,174.28
227,Estonia,2005,8.335484823,0.331,9.0,14768.05675,104.53211209999999,0.92364,67.91280365,8.029999733,68.735,23.21995544,316.31
228,Estonia,2006,6.743872895,0.33399999999999996,9.0,16299.15478,107.08500670000001,1.11666,67.86591339,5.909999847000001,68.607,24.24593925,198.42
229,Estonia,2007,7.141289672,0.309,9.0,17613.753240000002,105.80855940000001,1.06884,67.67472839,4.590000153,68.479,26.50462914,257.365
230,Estonia,2008,6.4175895679999995,0.314,9.0,16762.28453,103.6180115,1.25952,66.44184113,5.4499998089999995,68.351,27.07877541,271.15
231,Estonia,2009,5.238971964,0.313,9.0,14370.5137,98.93314362,1.39541,66.63191986,13.55000019,68.223,23.51617432,326.64
232,Estonia,2010,5.254848912,0.319,9.0,14790.820919999998,97.65381622,1.58162,68.18450928,16.70999908,68.094,21.92749786,240.15
233,Estonia,2011,4.8956805789999995,0.325,9.0,15940.15839,97.51712799,2.30655,70.36908722,12.32999992,67.965,22.70588303,154.4
234,Estonia,2012,4.761318145,0.32899999999999996,9.0,16497.209130000003,100.7020035,2.12265,72.37506866,10.02000046,67.97399999999999,22.94582939,137.1
235,Estonia,2013,3.942177356,0.35600000000000004,9.0,16778.90063,104.8426819,1.72216,73.9212265,8.630000114,68.122,21.97943497,341.74
236,Estonia,2014,3.1148553530000003,0.348,9.0,17325.51861,105.2865372,1.42931,73.30776215,7.349999905,68.26899999999999,23.50032997,289.64
237,Estonia,2015,3.4211946810000002,0.327,9.0,17633.59174,107.41864009999999,1.46604,72.1676178,6.190000057000001,68.416,24.76089287,373.13
238,Estonia,2016,2.506633083,0.316,9.0,18190.421980000003,107.96253200000001,1.2468,71.39044952,6.760000229,68.563,24.13061142,483.3
239,Estonia,2017,2.197987099,0.306,9.0,19167.52114,104.5354385,1.28867,69.63503265,5.760000229,68.717,24.445752145,488.1
240,Finland,2003,1.9704976330000001,0.255,9.0,42706.72121,104.2698593,3.30214,86.94397736,10.47000027,82.63799999999999,13.12826157,425.53
241,Finland,2004,2.823255614,0.26,9.0,44282.85025,104.2698593,3.31494,89.51747131,10.35999966,82.772,13.33693314,192.66
242,Finland,2005,2.262816431,0.259,9.0,45358.34306,103.3986816,3.32976,91.67951965,8.380000114,82.905,13.34367657,188.41
243,Finland,2006,2.254859791,0.262,9.0,47004.37073,103.83427044999999,3.33762,93.15744781,7.71999979,83.037,11.39963627,190.535
244,Finland,2007,2.435000126,0.263,9.0,49285.17005,99.877388,3.34577,93.75906372,6.849999905,83.16799999999999,13.82069016,207.21
245,Finland,2008,2.500257545,0.259,9.0,49440.855189999995,101.855829225,3.5470800000000002,94.69184113,6.3699998860000004,83.29899999999999,16.23229599,485.08
246,Finland,2009,2.246237832,0.254,9.0,45231.9411,96.35220337,3.7488300000000003,91.29065704,8.25,83.429,15.99331379,455.39
247,Finland,2010,2.217756063,0.258,9.0,46459.97325,97.75357056,3.7259800000000003,93.44780731,8.390000342999999,83.77,16.88466072,478.71
248,Finland,2011,2.040802696,0.259,9.0,47423.27263,98.72907257,3.63881,94.91992950000001,7.78000021,84.31299999999999,17.90085793,362.56
249,Finland,2012,1.625184749,0.254,9.0,46538.54824,97.87515259,3.41948,92.87734985,7.690000057000001,84.84100000000001,19.086509699999997,188.82
250,Finland,2013,1.6363350209999998,0.256,9.0,45906.9198,98.66725922,3.2871900000000003,90.9941864,8.18999958,85.125,16.81335449,495.38
251,Finland,2014,1.611305505,0.252,9.0,45550.63234,98.16564941,3.16931,88.88166046,8.659999847,85.175,19.98093987,342.1
252,Finland,2015,1.4960424209999998,0.254,9.0,45647.66859,100.0937729,2.89157,87.67987061,9.380000114,85.225,18.50079727,195.34
253,Finland,2016,1.346013998,0.253,10.0,46796.33735,99.84461212,2.74264,86.97852325,8.819999695,85.275,19.24086857,268.72
254,Finland,2017,1.251956863,0.259,10.0,48213.382730000005,99.47028351,2.7569,88.1978302,8.640000342999999,85.325,18.870832919999998,232.03000000000003
255,France,2003,1.638131016,0.282,10.0,38985.53585,89.91944122,2.11994,52.31697845,8.31000042,76.632,42.48999786,163.17
256,France,2004,1.631026352,0.27699999999999997,10.0,39794.63551,89.91944122,2.09461,53.45763016,8.909999847,76.883,38.42000198,858.55
257,France,2005,1.596855295,0.273,10.0,40152.69286,89.91944122,2.05151,53.88233185,8.489999771,77.13,36.57733917,441.73
258,France,2006,1.4290609280000002,0.266,10.0,40850.35553,98.26522827,2.05094,53.87541962,8.449999809,77.377,31.64788818,410.74
259,France,2007,1.604998181,0.298,10.0,41582.7997,97.3445282,2.02451,52.94754028,7.659999847000001,77.62100000000001,27.50180054,198.18
260,France,2008,1.64123616,0.299,10.0,41456.48342,99.46753693,2.06117,52.47552109,7.059999942999999,77.868,25.59436035,169.35
261,France,2009,1.3095015140000001,0.298,10.0,40058.67976,97.72740173,2.21207,52.77310181,8.739999771,78.117,25.24681091,506.04
262,France,2010,1.265912669,0.308,10.0,40638.334,96.58065033,2.17857,54.8817215,8.869999886,78.369,25.93485641,175.84
263,France,2011,1.3539541609999999,0.305,10.0,41329.03536,97.19853973,2.19161,55.62572861,8.81000042,78.622,25.12695503,497.54
264,France,2012,1.2333982079999999,0.301,10.0,41258.274730000005,98.71588135,2.22707,57.90901184,9.399999618999999,78.878,24.71609688,336.69
265,France,2013,1.2160857440000001,0.292,10.0,41282.9908,97.29543304,2.23703,59.848758700000005,9.920000076,79.135,24.78121567,359.07
266,France,2014,1.233768813,0.292,10.0,41480.76961,97.22827148,2.27592,61.51047897,10.28999996,79.39399999999999,25.28896904,167.07
267,France,2015,1.570131652,0.293,10.0,41793.54471,96.09105682,2.26703,62.78593063,10.35000038,79.655,27.23237038,199.38
268,France,2016,1.3515270940000002,0.28800000000000003,10.0,42140.03688,98.45285034,2.22238,64.72767639,10.03999996,79.917,26.260669710000002,266.32
269,France,2017,1.27077123,0.285,10.0,43015.21064,99.64927673,2.2055700000000003,65.80223083,9.399999618999999,80.18,26.746520045,358.13
270,Georgia,2003,7.124439422000001,0.391,6.0,2069.081393,90.10459137,0.2176,45.85309982,11.51000023,52.83,45.72642517,263.2
271,Georgia,2004,7.051900807000001,0.36175359999999995,6.0,2202.571792,92.56154633,0.2442,45.78385162,12.61999989,53.218,58.70090103,263.2
272,Georgia,2005,9.572087318,0.3737948,9.0,2429.1724719999997,106.13596340000001,0.17658,51.37931061,13.81000042,53.605,55.98206329,259.92
273,Georgia,2006,7.709342052,0.4,9.0,2673.1482739999997,107.4204025,0.21039,42.73038101,13.56999969,53.992,34.90041351,289.31
274,Georgia,2007,7.919632528999999,0.42,9.0,3025.141816,106.38275149999998,0.193485,41.81056976,13.27999973,54.379,24.5406189,274.615
275,Georgia,2008,6.348596357000001,0.43,9.0,3107.733714,97.42311096,0.2019375,38.87020874,17.87000084,54.765,14.18082428,315.51
276,Georgia,2009,5.0977184069999995,0.43,9.0,3020.998723,93.15206909,0.19771125,28.88170052,20.70999908,55.15,14.49220753,301.05
277,Georgia,2010,4.561981471,0.44,9.0,3233.295943,99.6313324,0.199824375,32.58370972,20.20000076,55.535,11.61965847,180.14
278,Georgia,2011,4.829849939,0.46,9.0,3500.527489,96.39170074500001,0.1987678125,34.78549957,19.62999916,55.919,6.2743635179999995,331.96
279,Georgia,2012,4.695915705,0.44,9.0,3751.003471,103.4142532,0.19929609375000001,32.24253082,19.64999962,56.303000000000004,4.455010414,399.16
280,Georgia,2013,4.762882822,0.395,9.0,3898.554685,104.99958799999999,0.08367000000000001,37.91400146,19.42000008,56.685,16.00131989,465.42
281,Georgia,2014,2.676374306,0.44,9.0,4069.424495,97.99928284,0.1849,42.28091812,17.44000053,57.067,14.52950287,310.13
282,Georgia,2015,3.7196285639999997,0.43,9.0,4185.813871,101.77565,0.31982,46.48112869,16.51000023,57.448,13.5446682,193.24
283,Georgia,2016,0.9712468590000001,0.43,9.0,4304.896176,103.38188170000001,0.30104000000000003,51.83005142,16.60000038,57.836999999999996,14.037085535,203.82
284,Georgia,2017,2.3454377115,0.45,9.0,4512.761095000001,103.32939909999999,0.29104,56.811279299999995,13.93999958,58.231,13.7908768675,208.52
285,Greece,2003,1.087452677,0.33,9.0,26349.27726,90.08999634,0.5465399999999999,70.00507355,9.409999847,73.689,29.45221138,291.32
286,Greece,2004,0.987984594,0.332,9.0,27614.40591,90.08999634,0.5273,76.22245026,10.31000042,74.07300000000001,28.44530869,291.32
287,Greece,2005,1.175967501,0.34299999999999997,9.0,27698.51061,90.08999634,0.57896,85.31207275,9.989999771,74.452,31.15214729,451.22
288,Greece,2006,0.98343968,0.34299999999999997,9.0,29176.39283,86.49993134,0.56118,90.0983429,9.010000229,74.827,29.55641174,371.27
289,Greece,2007,1.169025746,0.33399999999999996,9.0,30054.889339999998,95.09723663,0.57655,87.39504242,8.399999618999999,75.199,26.14856148,411.245
290,Greece,2008,1.304310965,0.331,10.0,29874.743430000002,90.798583985,0.66183,88.74669266000001,7.760000229,75.568,27.41990471,199.39
291,Greece,2009,1.386953946,0.32899999999999996,10.0,28514.81,92.9479103075,0.62557,88.07086754,9.619999886,75.932,31.15980339,452.75
292,Greece,2010,1.616511935,0.335,10.0,26917.75895,98.71601868,0.59838,103.79627990000002,12.71000004,76.292,32.79617691,241.48
293,Greece,2011,1.699129584,0.34299999999999997,10.0,24495.71111,95.45001221,0.67196,109.15926359999999,17.86000061,76.649,34.08927155,335.41
294,Greece,2012,1.539728854,0.344,10.0,22830.526719999998,95.72358704,0.69957,113.74060060000001,24.44000053,77.00399999999999,34.66933823,312.87
295,Greece,2013,1.424514555,0.345,10.0,22251.25731,92.64518738,0.8113100000000001,116.37682340000002,27.46999931,77.355,22.53998184,157.51
296,Greece,2014,0.99986357,0.342,10.0,22565.68044,89.20694733,0.8333,122.40200039999999,26.48999977,77.702,20.93575096,273.28
297,Greece,2015,0.8724417870000001,0.34299999999999997,10.0,22615.39456,94.03723907,0.96121,119.3894119,24.89999962,78.046,26.31741524,215.39499999999998
298,Greece,2016,0.791319377,0.33399999999999996,10.0,22666.2862,92.53220367,0.9939399999999999,131.540863,23.54000092,78.387,23.626583099999998,114.01
299,Greece,2017,0.813665878,0.32299999999999995,10.0,23052.98621,94.79083252,1.13109,136.6025696,21.48999977,78.72399999999999,24.971999169999997,116.43
300,Guatemala,2003,33.89470116,0.51421334,16.0,2612.687815,40.04302979,0.035,17.31848907,2.8099999430000002,46.318000000000005,44.70000076,158.38
301,Guatemala,2004,35.21939566,0.47684872,16.0,2638.3504190000003,40.04302979,0.035,17.31848907,2.970000029,46.61600000000001,46.07900238,158.38
302,Guatemala,2005,40.76045042,0.49553103,16.0,2668.357603,41.55612946,0.035,17.31848907,2.8899999860000003,46.913000000000004,46.98678207,375.89
303,Guatemala,2006,43.92767288,0.5579999999999999,16.0,2755.5069399999998,45.36431885,0.0493,17.31848907,1.899999976,47.21,47.45999908,338.88
304,Guatemala,2007,42.19607621,0.5267655149999999,16.0,2871.9034829999996,47.09555054,0.06674,17.31848907,2.3949999810000002,47.508,47.90299988,442.03
305,Guatemala,2008,44.92225708,0.5423827575,16.0,2909.5097149999997,49.17168045,0.06188,17.31848907,2.1474999785,47.806999999999995,48.26499939,390.455
306,Guatemala,2009,45.38897788,0.5345741362499999,16.0,2870.311589,51.18574142,0.0553,17.31848907,2.2712499797500003,48.104,48.57200241,416.24249999999995
307,Guatemala,2010,40.73703968,0.546,16.0,2898.942215,55.63240051,0.0435,17.31848907,3.5,48.403,48.79799271,403.34875
308,Guatemala,2011,38.00307075,0.5031,16.0,2965.153206,59.09265137,0.048139999999999995,17.31848907,4.1300001139999996,48.701,48.78119659,409.795625
309,Guatemala,2012,33.75729351,0.5245500000000001,16.0,2999.422763,58.74863815,0.04471,17.31848907,2.75999999,49.0,48.764404299999995,406.5721875
310,Guatemala,2013,33.68209984,0.513825,16.0,3056.152684,56.77069092,0.03854,19.59235001,3.0199999810000002,49.31100000000001,50.25097656,272.29
311,Guatemala,2014,31.38808828,0.535,16.0,3137.260291,58.4344101,0.02905,18.18087959,2.720000029,49.63399999999999,49.64500046,305.08
312,Guatemala,2015,29.39868973,0.5244125,16.0,3210.86967,61.69871902,0.02988,21.78329086,2.50999999,49.971000000000004,49.79999924,263.68
313,Guatemala,2016,27.25669943,0.52970625,16.0,3242.636929,62.63901901,0.02224,19.982085225,2.579999924,50.318999999999996,49.72249985,182.01
314,Guatemala,2017,26.07156651,0.527059375,16.0,3286.741283,56.93645096,0.027999999999999997,20.8826880425,2.460000038,50.68,49.761249545,187.87
315,Iceland,2003,1.0305666059999998,0.24100000000000002,10.0,38928.988769999996,100.65406800000001,2.70912,62.39247894,4.0,92.789,7.339449406,332.35
316,Iceland,2004,1.0305666059999998,0.251,10.0,41692.09632,111.9232635,2.70912,68.21237946,4.03000021,92.914,7.826086997999999,365.73
317,Iceland,2005,1.017031894,0.263,10.0,43635.01545,106.09928889999999,2.68614,69.88067627,2.549999952,93.037,15.12605095,386.11
318,Iceland,2006,1.02379925,0.28,10.0,44859.83257,108.17111969999999,2.8939,72.12460327,2.8299999239999996,93.15899999999999,15.12605095,372.39
319,Iceland,2007,0.6553487929999999,0.273,10.0,47835.38263,97.56732941,2.54913,71.11840057,2.25,93.27799999999999,10.43478203,364.97
320,Iceland,2008,0.8395740214999999,0.29600000000000004,10.0,47889.38495,96.80584717,2.48745,73.74511719,2.950000048,93.395,10.0,366.92
321,Iceland,2009,0.31639862399999996,0.257,10.0,44491.73451,96.37294769,2.59511,74.4150238,7.21999979,93.51100000000001,16.89189148,472.09
322,Iceland,2010,0.6243327439999999,0.23600000000000002,10.0,43024.92349,93.53099823,2.54128,78.8184433,7.559999942999999,93.574,7.784431457999999,337.01
323,Iceland,2011,0.9274401720000001,0.24,10.0,43700.79298,92.93816376,2.41367,81.4707489,7.03000021,93.587,8.0,369.31
324,Iceland,2012,0.307085695,0.24,10.0,44032.425189999994,96.73960876,2.477475,81.95588684,6.0,93.6,16.99346542,438.72
325,Iceland,2013,0.305629076,0.22699999999999998,10.0,45420.99102,96.65989685,1.7020400000000002,80.29685211,5.3800001139999996,93.633,8.552631378,320.22
326,Iceland,2014,0.608657545,0.247,10.0,45853.96343,99.09365845,1.9481099999999998,81.43798065,4.900000095,93.667,12.19999981,379.47
327,Iceland,2015,0.908438485,0.24100000000000002,10.0,47533.699239999994,99.00920105,2.20315,75.76605988,3.9800000189999998,93.7,15.5,254.75
328,Iceland,2016,0.301015325,0.252,10.0,49985.10309,102.50354,2.11766,73.60044098,2.9800000189999998,93.735,13.849999905,671.87
329,Iceland,2017,0.897142601,0.23199999999999998,10.0,51045.94005,98.93515778,2.1044400000000003,71.84500885,2.74000001,93.773,14.6749999525,671.09
330,Ireland,2003,0.9296302559999999,0.311,10.0,48236.96276,98.32364655,1.1245100000000001,55.84616852,4.480000018999999,59.925,17.16140938,423.81
331,Ireland,2004,0.739256569,0.317,10.0,50546.49119,97.86054993,1.17866,58.92190933,4.489999771,60.202,14.35800171,314.48
332,Ireland,2005,1.255669226,0.32299999999999995,10.0,52276.24467,99.32318115,1.19281,58.86931992,4.340000153,60.477,15.8173399,458.49
333,Ireland,2006,1.4655065840000001,0.324,10.0,53466.06632,98.51204681,1.19836,58.44118118,4.409999847,60.738,17.30519485,444.31
334,Ireland,2007,1.8036145819999998,0.317,10.0,54708.07084,98.52217865,1.23325,58.30199051,4.980000018999999,60.94,18.59821701,199.53
335,Ireland,2008,1.1549250420000001,0.306,10.0,51202.359489999995,97.79070282,1.3876600000000001,54.01747131,6.769999981000001,61.141000000000005,17.13547707,415.38
336,Ireland,2009,1.179200155,0.293,10.0,48110.55176,98.67719269,1.6082,56.50397873,12.60999966,61.342,14.45191383,291.82
337,Ireland,2010,1.207641958,0.314,10.0,48715.17691,99.9087677,1.59153,63.12643814,14.52999973,61.542,14.682723999999999,342.31
338,Ireland,2011,0.914810455,0.311,10.0,48669.785910000006,100.3377838,1.5605799999999999,67.79859161,15.35000038,61.742,14.37381363,317.065
339,Ireland,2012,1.12842349,0.317,10.0,48573.37744,100.12327575,1.5611899999999999,68.19725037,15.44999981,61.942,11.61651516,158.14
340,Ireland,2013,1.104990092,0.318,10.0,48971.3698,100.23052977500001,1.5658,71.69954681,13.72999954,62.141000000000005,15.01956844,349.08
341,Ireland,2014,1.123874289,0.321,10.0,52774.50138,100.8499298,1.5230700000000001,73.81323242,11.85999966,62.34,11.62298107,171.57
342,Ireland,2015,0.666319894,0.308,10.0,65432.73472000001,98.85193634,1.18267,77.23214722,9.909999847,62.538000000000004,15.81890869,441.7
343,Ireland,2016,0.787939835,0.307,10.0,67077.74389,99.40218353,1.1689200000000002,77.55713654,8.369999886,62.736999999999995,13.720944880000001,220.15
344,Ireland,2017,0.8625620909999999,0.315,10.0,71755.96738999999,100.1121979,1.1757950000000001,77.78061676,6.7100000379999996,62.946999999999996,14.769926785000001,219.71
345,Israel,2003,2.723635132,0.3644,11.0,26360.08976,100.7847672,3.8978699999999997,57.40143967,13.51000023,91.39299999999999,22.39123344,298.33
346,Israel,2004,2.485730111,0.3644,11.0,26982.30625,105.1709518,3.8773199999999997,57.13031006,13.02999973,91.456,25.27859879,298.33
347,Israel,2005,2.5882652040000003,0.3644,11.0,27547.82541,101.8271027,4.0515300000000005,58.74306107,11.34000015,91.51799999999999,19.83182907,298.33
348,Israel,2006,2.290199399,0.3644,11.0,28571.13325,98.31723785,4.14236,58.33285141,10.71000004,91.58,27.56463051,194.01
349,Israel,2007,1.971623806,0.3639,11.0,29688.671339999997,101.16845699999999,4.42769,61.21480179,9.380000114,91.641,36.48457718,440.45
350,Israel,2008,1.7091991380000002,0.371,11.0,30039.83704,97.06613159,4.3451699999999995,60.42398834,7.6999998089999995,91.70200000000001,35.845695500000005,326.93
351,Israel,2009,2.002771335,0.373,13.0,29601.42505,95.44660187,4.13326,63.14921188,9.529999733,91.76299999999999,28.74450111,383.69
352,Israel,2010,2.041803615,0.3612,13.0,30693.593060000003,99.32250977,3.9398400000000002,65.92613983,8.479999542,91.82600000000001,21.64330673,355.44
353,Israel,2011,1.96337832,0.377,13.0,31572.903430000002,97.16394043,4.0115099999999995,66.58563232,7.139999866,91.89200000000001,23.07692337,318.63
354,Israel,2012,1.680904894,0.3512,13.0,31695.006419999998,99.23238373,4.15735,68.57462311,6.860000134,91.96,25.22300529,487.85
355,Israel,2013,1.641922761,0.36,13.0,32399.465160000003,102.1725998,4.09218,67.0438385,6.2100000379999996,92.031,28.678131099999998,403.24
356,Israel,2014,1.375057676,0.3625,13.0,32977.96084,101.0195313,4.16793,66.94252014,5.889999866,92.104,25.23458862,499.86
357,Israel,2015,1.378705962,0.36,13.0,33071.4121,106.78382109999998,4.25592,65.4868927,5.25,92.179,23.0,136.36
358,Israel,2016,1.282528119,0.3719,15.0,33720.76448,102.5685272,4.50574,64.90019989,4.8000001910000005,92.256,24.11729431,318.11
359,Israel,2017,1.492021506,0.344,15.0,34243.01258,102.7053986,4.81602,63.35469055,4.21999979,92.336,23.558647155,227.235
360,Italy,2003,1.249031762,0.32899999999999996,12.0,36942.93938,102.3036728,1.06198,58.67721939,8.869999886,67.501,37.84663391,455.87
361,Italy,2004,1.232130208,0.35100000000000003,12.0,37227.147939999995,103.7757187,1.05312,62.24298096,7.8699998860000004,67.62,36.38472366,336.49
362,Italy,2005,1.04664953,0.321,12.0,37347.635930000004,103.6851883,1.0470899999999999,64.43843079,7.730000018999999,67.738,37.09012604,463.29
363,Italy,2006,1.067598291,0.337,12.0,37902.307089999995,104.8575516,1.08696,66.10780334,6.78000021,67.85600000000001,55.64909744,146.96
364,Italy,2007,1.074081641,0.312,12.0,38272.2041,101.7800064,1.1327,66.68296814,6.079999924,67.97399999999999,56.71971893,258.34
365,Italy,2008,1.043750703,0.327,12.0,37653.748,99.28079224,1.16367,66.34359741,6.71999979,68.092,50.760746000000005,263.19
366,Italy,2009,0.9982129959999999,0.317,12.0,35503.15103,99.49027252,1.22126,66.54997253,7.75,68.209,45.85048294,260.765
367,Italy,2010,0.891694785,0.325,12.0,36000.52012,100.7726135,1.2231100000000001,65.77429962,8.359999657000001,68.327,21.84571838,251.62
368,Italy,2011,0.926344378,0.324,12.0,36192.86638,103.97073359999999,1.20984,65.56311798,8.359999657000001,68.444,21.54262733,287.52
369,Italy,2012,0.8851113890000001,0.32799999999999996,12.0,35019.47189,103.02089690000001,1.2708700000000002,64.13355255,10.64999962,68.684,20.18568802,269.57
370,Italy,2013,0.8343467929999999,0.324,12.0,33978.55177,103.28415679999999,1.30768,62.29616165,12.14999962,68.979,18.88861084,185.15
